"944","கும்பிடபோன தெய்வம் குறுக்கே வந்த மாதிரி........
","","1","ku_mpiTapOVa te_yva_m kuRu_kkE va_nta mAtiri........
"
"945","கும்பிடு கொடுத்துக் கும்பிடு வாங்கு.
","","1","ku_mpiTu koTu_ttu_k ku_mpiTu vA_Gku.
"
"946","குமரி ஒற்றையில் போனாலும் கொட்டாவி ஒற்றையில் போகாது.
","","1","kumari _o_RRYyi_l pOVAlu_m ko_TTAvi _o_RRYyi_l pOkAtu.
"
"947","குமரிக்கு ஒரு பிள்ளை , கோடிக்கு ஒரு வெள்ளை .
","","1","kumari_kku _oru pi_LLY , kOTi_kku _oru ve_LLY .
"
"948","குமறுன்னு இல்லாம வாக்கப்பட்டுக்கிட்டேன் மலடுன்னு இல்லாம பிள்ளப்பெத்துக்கிட்டேன்
","","1","kumaRu_VVu _i_llAma vA_kka_ppa_TTu_kki_TTE_V malaTu_VVu _i_llAma pi_LLa_ppe_ttu_kki_TTE_V
"
"949","குமறுன்னு இல்லாம வாக்கப்பட்டேன் மலடுன்னு இல்லாம பிள்ளப் பெத்துக்கிட்டேன் அதுக்கு மேல ஒண்ணுமில்ல
","","1","kumaRu_VVu _i_llAma vA_kka_ppa_TTE_V malaTu_VVu _i_llAma pi_LLa_p pe_ttu_kki_TTE_V _atu_kku mEla _o_NNumi_lla
"
"950","குரங்கிடம் மூத்திரம் கேட்டால் அது கொப்புக்கு கொப்புத் தாவுமாம்.
","","1","kura_GkiTa_m mU_ttira_m kE_TTA_l _atu ko_ppu_kku ko_ppu_t tAvumA_m.
"
"951","குரங்கின் கைப் பூமாலை.
","","1","kura_Gki_V kY_p pUmAlY.
"
"952","குரங்கு கள்ளும் குடித்து, பேயும் பிடித்து, தேளும் கொட்டினால், என்ன கதி ஆகும்?
","","1","kura_Gku ka_LLu_m kuTi_ttu, pEyu_m piTi_ttu, tELu_m ko_TTiVA_l, _e_VVa kati _Aku_m?
"
"953","குரங்கு கையில் பூமாலை கொடுத்தாற் போல....
","","1","kura_Gku kYyi_l pUmAlY koTu_ttA_R pOla....
"
"954","குரங்கு சுன்னியை மருந்துக்கு கேட்டால் அது கொம்புக்கு கொம்புக்கு தாவுமாம்!
","","1","kura_Gku cu_VViyY maru_ntu_kku kE_TTA_l _atu ko_mpu_kku ko_mpu_kku tAvumA_m!
"
"955","குரங்குக்குப் புத்திசொல்லித் தூக்கணாங்குருவி கூண்டு இழந்தது.
","","1","kura_Gku_kku_p pu_ttico_lli_t tU_kkaNA_Gkuruvi kU_NTu _iZa_ntatu.
"
"956","குரங்குப்புண் ஆறாது.
","","1","kura_Gku_ppu_N _ARAtu.
"
"957","குரு இல்லார்க்கு வித்தையுமில்லை முதல் இல்லார்க்கு ஊதியமில்லை.
","","1","kuru _i_llA_r_kku vi_ttYyumi_llY muta_l _i_llA_r_kku _Utiyami_llY.
"
"958","குரு இலார்க்கு வித்தையுமில்லை முதல் இல்லார்க்கு ஊதியமில்லை.
","","1","kuru _ilA_r_kku vi_ttYyumi_llY muta_l _i_llA_r_kku _Utiyami_llY.
"
"959","குரு இலார்க்கு வித்தையுமில்லை, முதல் இல்லார்க்கு ஊதியமில்லை.
","","1","kuru _ilA_r_kku vi_ttYyumi_llY, muta_l _i_llA_r_kku _Utiyami_llY.
"
"960","குரு மொழி மறந்தோன் திருவழிந்து அழிவான்.
","","1","kuru moZi maRa_ntO_V tiruvaZi_ntu _aZivA_V.
"
"961","குருட்டுக் கண்ணுக்குக் குறுணி மையிட்டுமென்ன?
","","1","kuru_TTu_k ka_NNu_kku_k kuRuNi mYyi_TTume_VVa?
"
"962","குருவிக்கேத்த ராமேஸ்வரம்.
","","1","kuruvi_kkE_tta rAmE_svara_m.
"
"963","குருவுக்கும் நாமம் தடவி/போட்டு, கோபால பெட்டியில் கைபோட்டதுபோல.
","","1","kuruvu_kku_m nAma_m taTavi/pO_TTu, kOpAla pe_TTiyi_l kYpO_TTatupOla.
"
"964","குரைக்கிற நாய் கடிக்காது.
","","1","kurY_kkiRa nA_y kaTi_kkAtu.
"
"965","குரைக்கிற நாய் கடிக்காது; கடிக்கிற நாய் குரைக்காது.
","","1","kurY_kkiRa nA_y kaTi_kkAtu; kaTi_kkiRa nA_y kurY_kkAtu.
"
"966","குரைக்கிற நாய் வேட்டை பிடிக்குமா?
","","1","kurY_kkiRa nA_y vE_TTY piTi_kkumA?
"
"967","குல வழக்கம் இடை வழக்கும் கொஞ்சத்தில் தீராது.
","","1","kula vaZa_kka_m _iTY vaZa_kku_m ko_Jca_tti_l tIrAtu.
"
"968","குலத்தைக்கெடுக்கவந்த கோடாலிக்காம்புபோல
","","1","kula_ttY_kkeTu_kkava_nta kOTAli_kkA_mpupOla
"
"969","குலம் குப்பையிலே, பணம் பந்தியிலே
","","1","kula_m ku_ppYyilE, paNa_m pa_ntiyilE
"
"970","குலவித்தை கற்றுப் பாதி கல்லாமற் பாதி.
","","1","kulavi_ttY ka_RRu_p pAti ka_llAma_R pAti.
"
"971","குழந்தை வேண்டும் பெண்கள் அரச மரத்தினைச் சுற்றிவந்தால் குழந்தை பிறக்கும் என்பது நம்பிக்கை. இந்த நம்பிக்கையுடைய பெண் கணவனோடு கூடி இல்லறம் நடத்தாவிட்டால் குழந்தை பிறக்காது என்பதே கருத்து
","","1","kuZa_ntY vE_NTu_m pe_Nka_L _araca mara_ttiVY_c cu_RRiva_ntA_l kuZa_ntY piRa_kku_m _e_Vpatu na_mpi_kkY. _i_nta na_mpi_kkYyuTYya pe_N kaNavaVOTu kUTi _i_llaRa_m naTa_ttAvi_TTA_l kuZa_ntY piRa_kkAtu _e_VpatE karu_ttu
"
"972","குழந்தைக் காய்ச்சலும், குண்டன்/குள்ளன் காய்ச்சலும் பொல்லாது.
","","1","kuZa_ntY_k kA_y_ccalu_m, ku_NTa_V/ku_LLa_V kA_y_ccalu_m po_llAtu.
"
"973","குழந்தையும் தெய்வமும் கொண்டாடின இடத்திலே.
","","1","kuZa_ntYyu_m te_yvamu_m ko_NTATiVa _iTa_ttilE.
"
"974","குழந்தையும் தெய்வமும் கொண்டாடும் இடத்திலே.
","","1","kuZa_ntYyu_m te_yvamu_m ko_NTATu_m _iTa_ttilE.
"
"975","குழந்தையை கிள்ளிவிட்டு, தொட்டிலையும் ஆட்டிவிட்டாற் போல....
","","1","kuZa_ntYyY ki_LLivi_TTu, to_TTilYyu_m _A_TTivi_TTA_R pOla....
"
"976","குளம் உடைந்து போகும்போது முறைவீதமா?
","","1","kuLa_m _uTY_ntu pOku_mpOtu muRYvItamA?
"
"977","குறவழக்கும் இடைவழக்கும் கொஞ்சத்தில் தீராது.
","","1","kuRavaZa_kku_m _iTYvaZa_kku_m ko_Jca_tti_l tIrAtu.
"
"978","குற்றம் பார்க்கில் சுற்றம் இல்லை
","","1","ku_RRa_m pA_r_kki_l cu_RRa_m _i_llY
"
"979","குற்றம் பார்க்கின் சுற்றம் இல்லை
","","1","ku_RRa_m pA_r_kki_V cu_RRa_m _i_llY
"
"980","குற்றம் பார்க்கின் சுற்றம் இல்லை.
","","1","ku_RRa_m pA_r_kki_V cu_RRa_m _i_llY.
"
"981","குற்றமுள்ள நெஞ்சு குறுகுறு என்கும்.
","","1","ku_RRamu_LLa ne_Jcu kuRukuRu _e_Vku_m.
"
"982","குற்றமுள்ள நெஞ்சு குறுகுறு என்றும், குறும்பியுள்ள காது தினவு கொள்ளும்
","","1","ku_RRamu_LLa ne_Jcu kuRukuRu _e_VRu_m, kuRu_mpiyu_LLa kAtu tiVavu ko_LLu_m
"
"983","குற்றமுள்ள நெஞ்சு குறுகுறு என்னும்.
","","1","ku_RRamu_LLa ne_Jcu kuRukuRu _e_VVu_m.
"
"984","குற்றமுள்ள நெஞ்சு குறுகுறுக்கும்.
","","1","ku_RRamu_LLa ne_Jcu kuRukuRu_kku_m.
"
"985","குற்றமுள்ள நெஞ்சு குறுகுறுக்கும்:
","","1","ku_RRamu_LLa ne_Jcu kuRukuRu_kku_m:
"
"986","குறி வைக்க ஏற்ற ராம சரம்
","","1","kuRi vY_kka _E_RRa rAma cara_m
"
"987","குறும்பியுள்ள காது தினவு கொள்ளும்
","","1","kuRu_mpiyu_LLa kAtu tiVavu ko_LLu_m
"
"988","குறைகுடம் ததும்பும், நிறைகுடம் ததும்பாது.
","","1","kuRYkuTa_m tatu_mpu_m, niRYkuTa_m tatu_mpAtu.
"
"989","குறைகுடம் தளும்பும், நிறைகுடம் தளும்பாது.
","","1","kuRYkuTa_m taLu_mpu_m, niRYkuTa_m taLu_mpAtu.
"
"990","குறைந்த வயிற்றிற்கு கொள்ளுமாம் பலாக்காய்
","","1","kuRY_nta vayi_RRi_Rku ko_LLumA_m palA_kkA_y
"
"991","குறையச் சொல்லி , நிறைய அள.
","","1","kuRYya_c co_lli , niRYya _aLa.
"
"992","குனிய குனியத்தான் குட்டு விழும்.
","","1","kuViya kuViya_ttA_V ku_TTu viZu_m.
"
"993","குனியக் குனியக் குட்டுவான், குனிந்தவன் நிமிர்ந்தால் குட்டினவன் ஓடுவான்.
","","1","kuViya_k kuViya_k ku_TTuvA_V, kuVi_ntava_V nimi_r_ntA_l ku_TTiVava_V _OTuvA_V.
"
"994","கூடாநட்பு கேட்டில் முடியும்.
","","1","kUTAna_Tpu kE_TTi_l muTiyu_m.
"
"995","கூடி வாழ்ந்தால் கோடி நன்மை
","","1","kUTi vA_Z_ntA_l kOTi na_VmY
"
"996","கூடி வாழ்ந்தால் கோடி நன்மை.
","","1","kUTi vA_Z_ntA_l kOTi na_VmY.
"
"997","கூத்தாடி கிழக்கே பார்த்தான் , கூலிக்காரன் மேற்கே பார்த்தான்.
","","1","kU_ttATi kiZa_kkE pA_r_ttA_V , kUli_kkAra_V mE_RkE pA_r_ttA_V.
"
"998","கூத்தாடி கிழக்கே பார்த்தான், கூலிக்காரன் மேற்கே பார்த்தான்.
","","1","kU_ttATi kiZa_kkE pA_r_ttA_V, kUli_kkAra_V mE_RkE pA_r_ttA_V.
"
"999","கூத்தாடி பெண்ணுக்கு சூதாடி கணவன்
","","1","kU_ttATi pe_NNu_kku cUtATi kaNava_V
"
"1000","கூத்தியா ஒடம்பா கொள்ளை போவ போவுது 
","","1","kU_ttiyA _oTa_mpA ko_LLY pOva pOvutu 
"
"1001","கூரை ஏறி கோழி பிடிக்காதவன் வானம் ஏறி வைகுண்டம் போவானா ? (மயில் பிடிப்பானா?)
","","1","kUrY _ERi kOZi piTi_kkAtava_V vAVa_m _ERi vYku_NTa_m pOvAVA ? (mayi_l piTi_ppAVA?)
"
"1002","கூரைமேலே சோறு போட்டால் ஆயிரம் காகம்.
","","1","kUrYmElE cORu pO_TTA_l _Ayira_m kAka_m.
"
"1003","கூலி கால் பணம், சுமை கூலி முக்கால் பணம்.
","","1","kUli kA_l paNa_m, cumY kUli mu_kkA_l paNa_m.
"
"1004","கூலியைக் குறைக்காதே வேலையைக் கெடுக்காதே?
","","1","kUliyY_k kuRY_kkAtE vElYyY_k keTu_kkAtE?
"
"1005","கூழ் குடித்தாலும் குட்டாய்க் குடிக்கவேண்டும்.
","","1","kU_Z kuTi_ttAlu_m ku_TTA_y_k kuTi_kkavE_NTu_m.
"
"1006","கூழானாலும் குளித்துக் குடி.
","","1","kUZAVAlu_m kuLi_ttu_k kuTi.
"
"1007","கூழானாலும் குளித்துக் குடி; கந்தையானாலும் கசக்கிக் கட்டு.
","","1","kUZAVAlu_m kuLi_ttu_k kuTi; ka_ntYyAVAlu_m kaca_kki_k ka_TTu.
"
"1008","கூழுக்கு மாங்காய் கொண்டாட்டம், குரங்குக்குத் தேங்காய் கொண்டாட்டம்.
","","1","kUZu_kku mA_GkA_y ko_NTA_TTa_m, kura_Gku_kku_t tE_GkA_y ko_NTA_TTa_m.
"
"1009","கூழுக்கும் ஆசை மீசைக்கும் ஆசை
","","1","kUZu_kku_m _AcY mIcY_kku_m _AcY
"
"1010","கூழும் சிந்தல, கோப்பையும் உடையல
","","1","kUZu_m ci_ntala, kO_ppYyu_m _uTYyala
"
"1011","கெட்டாலும் கெட்டி கெட்டியே, கிழிந்தாலும் பட்டு பட்டே.
","","1","ke_TTAlu_m ke_TTi ke_TTiyE, kiZi_ntAlu_m pa_TTu pa_TTE.
"
"1012","கெட்டாலும் செட்டியே, கிழிந்தாலும் பட்டு பட்டே.
","","1","ke_TTAlu_m ce_TTiyE, kiZi_ntAlu_m pa_TTu pa_TTE.
"
"1013","கெட்டாலும் மேன்மக்கள் மேன்மக்களே, சங்கு சுட்டாலும் வெண்மை தரும்.
","","1","ke_TTAlu_m mE_Vma_kka_L mE_Vma_kkaLE, ca_Gku cu_TTAlu_m ve_NmY taru_m.
"
"1014","கெட்டிக் கொடுத்த சோறும் சொல்லிக் கொடுத்த சொல்லும் எத்தன நாளைக்கு
","","1","ke_TTi_k koTu_tta cORu_m co_lli_k koTu_tta co_llu_m _e_ttaVa nALY_kku
"
"1015","கெட்டிக்காரன் புளுகு எட்டு நாளில் தெரியும்.
","","1","ke_TTi_kkAra_V puLuku _e_TTu nALi_l teriyu_m.
"
"1016","கெட்டிக்காரன் புளுகு எட்டு நாளைக்கு.
","","1","ke_TTi_kkAra_V puLuku _e_TTu nALY_kku.
"
"1017","கெட்டும் பட்டணம் சேர்
","","1","ke_TTu_m pa_TTaNa_m cE_r
"
"1018","கெடுக்கினும் கல்வி கேடுபடாது
","","1","keTu_kkiVu_m ka_lvi kETupaTAtu
"
"1019","கெடுமதி கண்ணுக்குத் தோன்றாது
","","1","keTumati ka_NNu_kku_t tO_VRAtu
"
"1020","கெடுவான் கேடு நினைப்பான்
","","1","keTuvA_V kETu niVY_ppA_V
"
"1021","கெண்டையைப் போட்டு வராலை இழு.
","","1","ke_NTYyY_p pO_TTu varAlY _iZu.
"
"1022","கெரடி கற்றவன் இடறி விழுந்தால் அதுவும் ஒரு வித்தை என்பான்.
","","1","keraTi ka_RRava_V _iTaRi viZu_ntA_l _atuvu_m _oru vi_ttY _e_VpA_V.
"
"1023","கெரடி கற்றவன் இடறிவிழுந்தால், அதுவும் ஒரு வரிசை என்பான்.
","","1","keraTi ka_RRava_V _iTaRiviZu_ntA_l, _atuvu_m _oru varicY _e_VpA_V.
"
"1024","கெலிப்பும் தோற்பும் ஒருவர் பங்கல்ல.
","","1","keli_ppu_m tO_Rpu_m _oruva_r pa_Gka_lla.
"
"1025","கேட்டதெல்லாம் நம்பாதே? நம்பிந்தெல்லாம் சொல்லாதே?
","","1","kE_TTate_llA_m na_mpAtE? na_mpi_nte_llA_m co_llAtE?
"
"1026","கேட்பார் இல்லாவிட்டால் தம்பி சண்டபிரசண்டனாம்!
","","1","kE_TpA_r _i_llAvi_TTA_l ta_mpi ca_NTapiraca_NTaVA_m!
"
"1027","கேடு வரும் பின்னே, மதி கெட்டுவரும் முன்னே.
","","1","kETu varu_m pi_VVE, mati ke_TTuvaru_m mu_VVE.
"
"1028","கேழ்வரகில் நெய் வடிகிறதென்றால் கேட்பவனுக்கு மதி வேண்டாவா?
","","1","kE_Zvaraki_l ne_y vaTikiRate_VRA_l kE_TpavaVu_kku mati vE_NTAvA?
"
"1029","கேழ்வரகுல நெய் வடியும்னா கேக்குறவுனுக்கு புத்தி எங்க போச்சு 
","","1","kE_Zvarakula ne_y vaTiyu_mVA kE_kkuRavuVu_kku pu_tti _e_Gka pO_ccu 
"
"1030","கேள்விப் பேச்சில் பாதிதான் நிசம்.
","","1","kE_Lvi_p pE_cci_l pAtitA_V nica_m.
"
"1031","கேள்விப் பேச்சு மூளா நெருப்பு
","","1","kE_Lvi_p pE_ccu mULA neru_ppu
"
"1032","கேளும் கிளையுங் கெட்டோர்க்கு இல்லை.
","","1","kELu_m kiLYyu_G ke_TTO_r_kku _i_llY.
"
"1033","கை காய்த்தால் கமுகு (பாக்கு) காய்க்கும்.
","","1","kY kA_y_ttA_l kamuku (pA_kku) kA_y_kku_m.
"
"1034","கைக்கு எட்டினது வாய்க்கு எட்டவில்லை.
","","1","kY_kku _e_TTiVatu vA_y_kku _e_TTavi_llY.
"
"1035","கைக்கோளனுக்குக் காற்புண்ணும் நாய்க்குத் தலைப்புண்ணும் ஆறா
","","1","kY_kkOLaVu_kku_k kA_Rpu_NNu_m nA_y_kku_t talY_ppu_NNu_m _ARA
"
"1036","கைத் துப்பைக் கொண்டு காரியம் இல்லை; வாய்த் துப்பைக் கொண்டு வாழ வந்தேன்
","","1","kY_t tu_ppY_k ko_NTu kAriya_m _i_llY; vA_y_t tu_ppY_k ko_NTu vAZa va_ntE_V
"
"1037","கைப்புண்ணுக்குக் கண்ணாடி வேண்டுமா?
","","1","kY_ppu_NNu_kku_k ka_NNATi vE_NTumA?
"
"1038","கைப்பூணுக்குக் கண்ணாடி வேண்டுமா?
","","1","kY_ppUNu_kku_k ka_NNATi vE_NTumA?
"
"1039","கைப்பொருள் தன்னின் மெய்ப்பொருள் கல்வி.
","","1","kY_pporu_L ta_VVi_V me_y_pporu_L ka_lvi.
"
"1040","கைப்பொருளற்றால் கட்டினவளும் பாராள்
","","1","kY_pporuLa_RRA_l ka_TTiVavaLu_m pArA_L
"
"1041","கைய பிடித்து கள்ளை வார்த்து , மயிரை பிடித்து பணம் வாங்குறதா ?
","","1","kYya piTi_ttu ka_LLY vA_r_ttu , mayirY piTi_ttu paNa_m vA_GkuRatA ?
"
"1042","கையாளத ஆயுதம் துருப்பிடிக்கும்
","","1","kYyALata _Ayuta_m turu_ppiTi_kku_m
"
"1043","கையில் உண்டானால் காத்திருப்பார் ஆயிரம் பேர்.
","","1","kYyi_l _u_NTAVA_l kA_ttiru_ppA_r _Ayira_m pE_r.
"
"1044","கையில் உள்ள பூண் அல்லது காப்பைப் பார்க்கக் கண்ணாடி தேவையில்லை
","","1","kYyi_l _u_LLa pU_N _a_llatu kA_ppY_p pA_r_kka_k ka_NNATi tEvYyi_llY
"
"1045","கையில் பிடிப்பது துளசி மாலை, கக்கத்தில் இடுக்குவது கன்னக்கோலம்
","","1","kYyi_l piTi_ppatu tuLaci mAlY, ka_kka_tti_l _iTu_kkuvatu ka_VVa_kkOla_m
"
"1046","கையிலே காசு வாயிலே தோசை
","","1","kYyilE kAcu vAyilE tOcY
"
"1047","கையூன்றிக் கரணம் போடவேண்டும்.
","","1","kYyU_VRi_k karaNa_m pOTavE_NTu_m.
"
"1048","கொக்கென்று நினைத்தாயோ கொங்கணவா?
","","1","ko_kke_VRu niVY_ttAyO ko_GkaNavA?
"
"1049","கொசு அடிக்க கோடரி வேண்டுமா?
","","1","kocu _aTi_kka kOTari vE_NTumA?
"
"1050","கொஞ்சம் கொஞ்சமாக் குடைஞ்சா குடகு மலையையும் குடைஞ்சிடலாம்
","","1","ko_Jca_m ko_JcamA_k kuTY_JcA kuTaku malYyYyu_m kuTY_JciTalA_m
"
"1051","கொட்டிக் கிழங்கு பறிக்கச்சொன்னாள் கோபித்துக்கொள்வார் பண்டாரம், அவித்து உரித்து முன்னே வைத்தால் அமுதுகொள்வார் பண்டாரம்.
","","1","ko_TTi_k kiZa_Gku paRi_kka_cco_VVA_L kOpi_ttu_kko_LvA_r pa_NTAra_m, _avi_ttu _uri_ttu mu_VVE vY_ttA_l _amutuko_LvA_r pa_NTAra_m.
"
"1052","கொட்டிக் கொட்டி அளந்தாலும் குறுணி பதக்கு ஆகாது.
","","1","ko_TTi_k ko_TTi _aLa_ntAlu_m kuRuNi pata_kku _AkAtu.
"
"1053","கொட்டினால் தேள், கொட்டாவிட்டால் பிள்ளைப் பூச்சியா?
","","1","ko_TTiVA_l tE_L, ko_TTAvi_TTA_l pi_LLY_p pU_cciyA?
"
"1054","கொடலு கூழுக்கு அழும்போது கொண்டை பூவுக்கு அழுதுச்சாம்
","","1","koTalu kUZu_kku _aZu_mpOtu ko_NTY pUvu_kku _aZutu_ccA_m
"
"1055","கொடிக்கு காய் கனமா?
","","1","koTi_kku kA_y kaVamA?
"
"1056","கொடுக்கப்பட்ட வேலையை எதிர்பார்த்ததற்கும் மேலாக மிகச்சிறப்பாக செய்வான்/செய்யக்கூடியவன் என்றுப் பொருள்... நல்லெண்ணெய் தேவைப்படுபவன் எள்ளைப் பார்த்தவுடன் அது எண்ணெயாக மாறிவிட்டால் எப்படியோ, அப்படி எனக் கொள்ளவேண்டும்
","","1","koTu_kka_ppa_TTa vElYyY _eti_rpA_r_ttata_Rku_m mElAka mika_cciRa_ppAka ce_yvA_V/ce_yya_kkUTiyava_V _e_VRu_p poru_L... na_lle_NNe_y tEvY_ppaTupava_V _e_LLY_p pA_r_ttavuTa_V _atu _e_NNeyAka mARivi_TTA_l _e_ppaTiyO, _a_ppaTi _eVa_k ko_LLavE_NTu_m
"
"1057","கொடுக்கிறது உழக்குப்பால், உதைக்கிறது பல்லுப்போக.
","","1","koTu_kkiRatu _uZa_kku_ppA_l, _utY_kkiRatu pa_llu_ppOka.
"
"1058","கொடுக்கிறவனைக் கண்டால் வாங்குகிறவனுக்கு இளக்காரம்.
","","1","koTu_kkiRavaVY_k ka_NTA_l vA_GkukiRavaVu_kku _iLa_kkAra_m.
"
"1059","கொடுங்கோல் அரசு நெடுங்காலம் நில்லாது.
","","1","koTu_GkO_l _aracu neTu_GkAla_m ni_llAtu.
"
"1060","கொடுங்கோலன் ஆட்சியிலே அம் என்றால் சிறை வாசம், உம் என்றால் வனவாசம்.
","","1","koTu_GkOla_V _A_TciyilE _a_m _e_VRA_l ciRY vAca_m, _u_m _e_VRA_l vaVavAca_m.
"
"1061","கொடுத்ததைக் கேட்டால் அடுத்ததாம் பகை.
","","1","koTu_ttatY_k kE_TTA_l _aTu_ttatA_m pakY.
"
"1062","கொண்டவன் சரியா இருந்தா கூரெ ஏறிக்கூட சண்டெ போடலாம்
","","1","ko_NTava_V cariyA _iru_ntA kUre _ERi_kkUTa ca_NTe pOTalA_m
"
"1063","கொண்டானும் கொடுத்தானும் ஒன்று,கலியாணத்தைக் கூட்டி வைத்தவன் வேறு.
","","1","ko_NTAVu_m koTu_ttAVu_m _o_VRu,kaliyANa_ttY_k kU_TTi vY_ttava_V vERu.
"
"1064","கொண்டுவந்தால் தந்தை, கொண்டுவந்தாலும் வராவிட்டாலும் தாய்,சீர் கொண்டுவந்தால் சகோதரி,கொலையும் செய்வாள் பத்தினி, உயிர் காப்பான் தோழன்.
","","1","ko_NTuva_ntA_l ta_ntY, ko_NTuva_ntAlu_m varAvi_TTAlu_m tA_y,cI_r ko_NTuva_ntA_l cakOtari,kolYyu_m ce_yvA_L pa_ttiVi, _uyi_r kA_ppA_V tOZa_V.
"
"1065","கொல்லன் தெருவில் ஊசி விலைபோமா?
","","1","ko_lla_V teruvi_l _Uci vilYpOmA?
"
"1066","கொல்லைக் காட்டு நரி சலசலப்புக் அஞ்சுமா?
","","1","ko_llY_k kA_TTu nari calacala_ppu_k _a_JcumA?
"
"1067","கொல்லைக்காட்டு நரி பல்லைக் காட்டினது போல.
","","1","ko_llY_kkA_TTu nari pa_llY_k kA_TTiVatu pOla.
"
"1068","கொலைக்கு அஞ்சாதவன் பழிக்கு அஞ்சான்.
","","1","kolY_kku _a_JcAtava_V paZi_kku _a_JcA_V.
"
"1069","கொழுக்கட்டை தின்ற நாய்க்குக் குறுணி மோர் குரு தக்ஷணையா?
","","1","koZu_kka_TTY ti_VRa nA_y_kku_k kuRuNi mO_r kuru ta_kSaNYyA?
"
"1070","கொழுத்தவனுக்கு கொள்ளு... இளைத்தவனுக்கு எள்ளு!
","","1","koZu_ttavaVu_kku ko_LLu... _iLY_ttavaVu_kku _e_LLu!
"
"1071","கொள்ளிக்கு எதிர்போனாலும், வெள்ளிக்கு எதிர்போகலாகாது.
","","1","ko_LLi_kku _eti_rpOVAlu_m, ve_LLi_kku _eti_rpOkalAkAtu.
"
"1072","கொள்ளும் வரைக்கும் கொண்டாட்டம் , கொண்ட பிறகு திண்டாட்டம் .
","","1","ko_LLu_m varY_kku_m ko_NTA_TTa_m , ko_NTa piRaku ti_NTA_TTa_m .
"
"1073","கொள்ளை அடித்துத் தின்றவனுக்குக் கொண்டுதின்னத் தாங்குமா?
","","1","ko_LLY _aTi_ttu_t ti_VRavaVu_kku_k ko_NTuti_VVa_t tA_GkumA?
"
"1074","கொற்றவன் தன்னிலும் கற்றவன் மிக்கோன்.
","","1","ko_RRava_V ta_VVilu_m ka_RRava_V mi_kkO_V.
"
"1075","கொன்றால் பாவம், தின்றால் போகும்.
","","1","ko_VRA_l pAva_m, ti_VRA_l pOku_m.
"
"1076","கோட் சொல்பவைக் கொடுந்தேள் என நினை.
","","1","kO_T co_lpavY_k koTu_ntE_L _eVa niVY.
"
"1077","கோட் சொல்லும் வாய் காற்றுடன் நெருப்பு.
","","1","kO_T co_llu_m vA_y kA_RRuTa_V neru_ppu.
"
"1078","கோடாலிக்காம்பு குலத்துக்கு ஈனம்
","","1","kOTAli_kkA_mpu kula_ttu_kku _IVa_m
"
"1079","கோடானுகோடி கொடுத்தாலும் நாவினால் தவறு சொல்லாதது கோடி பெறும்
","","1","kOTAVukOTi koTu_ttAlu_m nAviVA_l tavaRu co_llAtatu kOTi peRu_m
"
"1080","கோடி கொடுப்பினும் குடில் பிறந்தார் தம்மோடு கூடுவதே கோடி பெறும்
","","1","kOTi koTu_ppiVu_m kuTi_l piRa_ntA_r ta_mmOTu kUTuvatE kOTi peRu_m
"
"1081","கோடி வித்தையும் கூழுக்குத்தான்
","","1","kOTi vi_ttYyu_m kUZu_kku_ttA_V
"
"1082","கோணிக் கோடி கொடுப்பதிலும் கோணாமற் காணி கொடுப்பது நல்லது.
","","1","kONi_k kOTi koTu_ppatilu_m kONAma_R kANi koTu_ppatu na_llatu.
"
"1083","கோத்திரமறிந்து பெண்ணைக்கொடு, பாத்திரமறிந்து பிச்சையிடு.
","","1","kO_ttiramaRi_ntu pe_NNY_kkoTu, pA_ttiramaRi_ntu pi_ccYyiTu.
"
"1084","கோபம் உள்ள இடத்தில் குணம் உண்டு.
","","1","kOpa_m _u_LLa _iTa_tti_l kuNa_m _u_NTu.
"
"1085","கோபம் சண்டாளம்.
","","1","kOpa_m ca_NTALa_m.
"
"1086","கோபுர தரிசனம் கோடி புண்ணியம்
","","1","kOpura taricaVa_m kOTi pu_NNiya_m
"
"1087","கோபுர தரிசனம் பாப விநாசம்
","","1","kOpura taricaVa_m pApa vinAca_m
"
"1088","கோபுரம் தாண்டுகிற குரங்குக்கு குட்டிச் சுவர் என்ன பிரமாதம்!
","","1","kOpura_m tA_NTukiRa kura_Gku_kku ku_TTi_c cuva_r _e_VVa piramAta_m!
"
"1089","கோயிலில்லா ஊரிலே குடியிருக்கலாகாது
","","1","kOyili_llA _UrilE kuTiyiru_kkalAkAtu
"
"1090","கோயிற் பூனை தேவர்க்கு அஞ்சுமா?
","","1","kOyi_R pUVY tEva_r_kku _a_JcumA?
"
"1091","கோல் ஆட, குரங்கு ஆடும்.
","","1","kO_l _ATa, kura_Gku _ATu_m.
"
"1092","கோல் உயரக் குடி உயரும்.
","","1","kO_l _uyara_k kuTi _uyaru_m.
"
"1093","கோவணத்தில ஒரு காசு இருந்தா கோழி கூப்பிட பாட்டு வரும்
","","1","kOvaNa_ttila _oru kAcu _iru_ntA kOZi kU_ppiTa pA_TTu varu_m
"
"1094","கோவில் இடிக்கத் துணிந்தவனா குளம் வெட்டப் போகிறான்
","","1","kOvi_l _iTi_kka_t tuNi_ntavaVA kuLa_m ve_TTa_p pOkiRA_V
"
"1095","கோவில் இல்லாத ஊரில் குடி இருக்க வேண்டாம்
","","1","kOvi_l _i_llAta _Uri_l kuTi _iru_kka vE_NTA_m
"
