"5195","சிரமை"," வருத்தம்
","சதுரகராதி - பெயரகராதி"
"5196","சிரம்"," உயிர்ச்சி, தலை, நெடுங்காலம்
","சதுரகராதி - பெயரகராதி"
"5197","சிரல்"," சிச்சிலிக்குருவி, முடிவிடம்
","சதுரகராதி - பெயரகராதி"
"5198","சிரவணம்"," காது, திருவோணநாள்
","சதுரகராதி - பெயரகராதி"
"5199","சிரவம்"," கவுதாரி, காது
","சதுரகராதி - பெயரகராதி"
"5200","சிராவணம்"," ஆவணி மாதம், கல்
","சதுரகராதி - பெயரகராதி"
"5201","சிரித்தல்"," நகைத்தல்
","சதுரகராதி - பெயரகராதி"
"5202","சிரித்துப்பேசல்"," நயச்சொல்
","சதுரகராதி - பெயரகராதி"
"5203","சிரிப்பு"," நகை
","சதுரகராதி - பெயரகராதி"
"5204","சிரீடம்"," வாகைமரம்
","சதுரகராதி - பெயரகராதி"
"5205","சிருகாலன்"," நரி
","சதுரகராதி - பெயரகராதி"
"5206","சிருங்கம்"," விலங்கின்கொம்பு
","சதுரகராதி - பெயரகராதி"
"5207","சிருங்கலம்"," சங்கிலி, யானைச்சங்கிலி
","சதுரகராதி - பெயரகராதி"
"5208","சிருங்கலை"," கால்விலங்கு
","சதுரகராதி - பெயரகராதி"
"5209","சிருங்காடகம்"," நாற்றெருக் கூடுமிடம்
","சதுரகராதி - பெயரகராதி"
"5210","சிருட்டித்தல்"," பிறப்பித்தல்
","சதுரகராதி - பெயரகராதி"
"5211","சிரேணி"," இடையர்வீதி, ஒழுங்கு
","சதுரகராதி - பெயரகராதி"
"5212","சிரை"," குரங்கு, சிரையென்னேவல், நரம்பு
","சதுரகராதி - பெயரகராதி"
"5213","சிரைத்தல்"," மயிர்கழித்தல்
","சதுரகராதி - பெயரகராதி"
"5214","சிரோசம்"," மயிர்
","சதுரகராதி - பெயரகராதி"
"5215","சிரோநதம்"," மயிர்ச்செறிவு
","சதுரகராதி - பெயரகராதி"
"5216","சிரோருகம்"," தலைமயிர்
","சதுரகராதி - பெயரகராதி"
"5217","சிலகம்"," சட்டுவம்
","சதுரகராதி - பெயரகராதி"
"5218","சிலதர்"," ஏவல்செய்வோர்
","சதுரகராதி - பெயரகராதி"
"5219","சிலதன்"," தோழன்
","சதுரகராதி - பெயரகராதி"
"5220","சிலதி"," தோழி
","சதுரகராதி - பெயரகராதி"
"5221","சிலதியர்","ஏவல்செய்தோழியர்
","சதுரகராதி - பெயரகராதி"
"5222","சிலந்தி"," ஓர்புண், ஓர்பூச்சி
","சதுரகராதி - பெயரகராதி"
"5223","சிலம்பல்"," ஒலித்தல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"5224","சிலம்பன்"," குறிஞ்சிநிலத்தலைவன், முருகன்
","சதுரகராதி - பெயரகராதி"
"5225","சிலம்பி"," சிலந்திப்பூச்சி, வினையெச்சம்
","சதுரகராதி - பெயரகராதி"
"5226","சிலம்பு"," ஒலி, காற்சிலம்பு, சிலம்பென்னேவல், மலை
","சதுரகராதி - பெயரகராதி"
"5227","சிலர்"," சிலபெயர்
","சதுரகராதி - பெயரகராதி"
"5228","சிலவர்"," வேடர்
","சதுரகராதி - பெயரகராதி"
"5229","சிலாவட்டம்"," சாணைக்கல்
","சதுரகராதி - பெயரகராதி"
"5230","சிலிர்த்தல்"," தளிர்த்தல்
","சதுரகராதி - பெயரகராதி"
"5231","சிலீமுகம்"," அம்பு, முலைக்கண், வண்டு
","சதுரகராதி - பெயரகராதி"
"5232","சிலுகு"," துன்பம்
","சதுரகராதி - பெயரகராதி"
"5233","சிலும்பல்"," ஒலித்தல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"5234","சிலேட்டர்"," செட்டிகள்
","சதுரகராதி - பெயரகராதி"
"5235","சிலேபியர்"," செட்டிகள்
","சதுரகராதி - பெயரகராதி"
"5236","சிலை"," ஒலி, ஓர்மரம், கல், சிலையென்னேவல் தனுவிராசி மலை, மூலநாள், வில்
","சதுரகராதி - பெயரகராதி"
"5237","சிலைத்தல்"," ஒலித்தல்
","சதுரகராதி - பெயரகராதி"
"5238","சிலோச்சயம்"," மலை
","சதுரகராதி - பெயரகராதி"
"5239","சில்"," ஆரவாரம்
","சதுரகராதி - பெயரகராதி"
"5240","சில்லம்"," தேற்றாமரம்
","சதுரகராதி - பெயரகராதி"
"5241","சில்லர்"," வேடர்
","சதுரகராதி - பெயரகராதி"
"5242","சில்லி"," சிள்வண்டு, சிறுகீரை, தேருருளை, வட்டம்
","சதுரகராதி - பெயரகராதி"
"5243","சில்லிகை"," சிள்வண்டு, சீலை, நல்லாடை
","சதுரகராதி - பெயரகராதி"
"5244","சில்லை"," சிள்வண்டு
","சதுரகராதி - பெயரகராதி"
"5245","சிவகதியிறைவன்"," அருகன், சிவன்
","சதுரகராதி - பெயரகராதி"
"5246","சிவணல்"," கலத்தல், கிட்டல், பொருதல், பொருந்தல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"5247","சிவதம்"," இருக்குவேதம்
","சதுரகராதி - பெயரகராதி"
"5248","சிவதன்மம்"," அட்டாதசவுப்புராணத்தொன்று
","சதுரகராதி - பெயரகராதி"
"5249","சிவதை"," ஓர்கொடி
","சதுரகராதி - பெயரகராதி"
"5250","சிவத்தல்"," கோபம், சிவத்தல், சினக்குறிப்பு
","சதுரகராதி - பெயரகராதி"
"5251","சிவப்பு"," சிவப்பு, சினக்குறிப்பு
","சதுரகராதி - பெயரகராதி"
"5252","சிவம் "," குறுணி, நன்மை, முத்தி
","சதுரகராதி - பெயரகராதி"
"5253","சிவலோகம்"," மோக்கத்தானம், மேலுலகங்களெல்லாவற்றிற்குமேலாகியலோகம்
","சதுரகராதி - பெயரகராதி"
"5254","சிவல்"," கவுதாரி, பகண்டை
","சதுரகராதி - பெயரகராதி"
"5255","சிவன்"," உருத்திரன்
","சதுரகராதி - பெயரகராதி"
"5256","சிவிகை"," தண்டிகை, பாண்டில் பூண்டவூர்தி
","சதுரகராதி - பெயரகராதி"
"5257","சிவிறி"," நீர்வீசுந்துருத்தி, பெருந்துருத்தி
","சதுரகராதி - பெயரகராதி"
"5258","சிவேதை"," சீந்திற்கொடி, தெற்கு
","சதுரகராதி - பெயரகராதி"
"5259","சிவை"," ஆணரி, உலைத்துருத்தி, உலை மூக்கு, பார்வதி, வேர்
","சதுரகராதி - பெயரகராதி"
"5260","சிள்வீடு"," சிள்வண்டு
","சதுரகராதி - பெயரகராதி"
"5261","சிறகர்"," சிறகு
","சதுரகராதி - பெயரகராதி"
"5262","சிறகு"," இறகு
","சதுரகராதி - பெயரகராதி"
"5263","சிறக்கணித்தல்"," சுருங்குதல், குறைதல்
","சதுரகராதி - பெயரகராதி"
"5264","சிறக்கணிப்பு"," கடைக்கண்பார்வை
","சதுரகராதி - பெயரகராதி"
"5265","சிறத்தல்"," சிறப்பு
","சதுரகராதி - பெயரகராதி"
"5266","சிறந்தோர்"," உறவோர்
","சதுரகராதி - பெயரகராதி"
"5267","சிறப்பிலாதாள்"," மூதேவி
","சதுரகராதி - பெயரகராதி"
"5268","சிறப்பு","  மிகுதி, விசேடம்
","சதுரகராதி - பெயரகராதி"
"5269","சிறார்"," சிறுவர்
","சதுரகராதி - பெயரகராதி"
"5270","சிறிது"," சிறுமையுடையது
","சதுரகராதி - பெயரகராதி"
"5271","சிறியசிந்தையர்"," கீழ்மக்கள்
","சதுரகராதி - பெயரகராதி"
"5272","சிறியர்"," கீழ்மக்கள்
","சதுரகராதி - பெயரகராதி"
"5273","சிறுகல்"," குறைதல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"5274","சிறுகால்"," தென்றல்
","சதுரகராதி - பெயரகராதி"
"5275","சிறுகு","சிறுகென்னேவல், துன்பம்
","சதுரகராதி - பெயரகராதி"
"5276","சிறுகுடி"," குறிஞ்சிநிலத்தூர்
","சதுரகராதி - பெயரகராதி"
"5277","சிறுக்கல்"," குறைத்தல் வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"5278","சிறுசொல்"," பழிச்சொல்
","சதுரகராதி - பெயரகராதி"
"5279","சிறுதாரை"," நீர்வீசுந்துருத்தி
","சதுரகராதி - பெயரகராதி"
"5280","சிறுத்தல்"," சிறிதாதல், சினத்தல்
","சதுரகராதி - பெயரகராதி"
"5281","சிறுத்தை"," சிறுபுலி, வினைமுற்று
","சதுரகராதி - பெயரகராதி"
"5282","சிறுபதம்"," வழி
","சதுரகராதி - பெயரகராதி"
"5283","சிறுபுறம்"," பிடரி
","சதுரகராதி - பெயரகராதி"
"5284","சிறுமணி"," சதங்கை
","சதுரகராதி - பெயரகராதி"
"5285","சிறுமாரோடம்"," செங்கருங்காலி
","சதுரகராதி - பெயரகராதி"
"5286","சிறுமி"," பெண், மகள்
","சதுரகராதி - பெயரகராதி"
"5287","சிறுமியம்"," சேறு
","சதுரகராதி - பெயரகராதி"
"5288","சிறுமூலகம்"," ஓர்கிழங்கு, திப்பிலி
","சதுரகராதி - பெயரகராதி"
"5289","சிறுவை"," அற்பம், தரித்திரம், துன்பம், நோய்
","சதுரகராதி - பெயரகராதி"
"5290","சிறுமையர்"," கீழ்மக்கள்
","சதுரகராதி - பெயரகராதி"
"5291","சிறுவரை"," அற்பம், காலவிரைவு, சிறுபொழுது
","சதுரகராதி - பெயரகராதி"
"5292","சிறுவர்"," மக்கள்
","சதுரகராதி - பெயரகராதி"
"5293","சிறுவன்"," மகன்
","சதுரகராதி - பெயரகராதி"
"5294","சிறுவி"," மகள்
","சதுரகராதி - பெயரகராதி"
"5295","சிறுவிதிமகஞ்சிதைத்தோன்"," வீரபத்திரன்
","சதுரகராதி - பெயரகராதி"
"5296","சிறை"," இடம், இறகு, காவல், சிறைச்சாலை, பக்கம், மதில், வினைமுற்று
","சதுரகராதி - பெயரகராதி"
"5297","சிற்பம்"," சிற்பநூல்
","சதுரகராதி - பெயரகராதி"
"5298","சிற்பறன்"," சிவன்
","சதுரகராதி - பெயரகராதி"
"5299","சிற்பர்"," சித்திரகாரர்
","சதுரகராதி - பெயரகராதி"
"5300","சிற்பியர்","கம்மாளர்
","சதுரகராதி - பெயரகராதி"
"5301","சிற்றறிவு"," புல்லறிவு
","சதுரகராதி - பெயரகராதி"
"5302","சிற்றாலவட்டம்"," விசிறி
","சதுரகராதி - பெயரகராதி"
"5303","சிற்றில்"," குடிசை, சீலை
","சதுரகராதி - பெயரகராதி"
"5304","சிற்றுண்டி"," அப்பம், பிட்டு முதலியன
","சதுரகராதி - பெயரகராதி"
"5305","சிற்றூர்"," குறிஞ்சிநிலத்தூர், சீரூர்
","சதுரகராதி - பெயரகராதி"
"5306","சினகரம்"," தேவர் கோயில்
","சதுரகராதி - பெயரகராதி"
"5307","சினந்தவிர்த்தோன்"," அருகன்
","சதுரகராதி - பெயரகராதி"
"5308","சினம்"," கோபம்
","சதுரகராதி - பெயரகராதி"
"5309","சினவரன்"," அருகன், புத்தன்
","சதுரகராதி - பெயரகராதி"
"5310","சினவர்"," பகைவர்
","சதுரகராதி - பெயரகராதி"
"5311","சினவுதல்"," சினக்குறிப்பு, பொருத்தல்
","சதுரகராதி - பெயரகராதி"
"5312","சினன்"," அருகன், புத்தன்
","சதுரகராதி - பெயரகராதி"
"5313","சினிவாலி"," கலைதெரியமாவாசியை
","சதுரகராதி - பெயரகராதி"
"5314","சினேந்திரன்"," அருகன்
","சதுரகராதி - பெயரகராதி"
"5315","சினை","உறுப்பு, கருப்பம், சினைஎன்னேவல், பூவரும்பு, மரக்கொம்பு, முட்டை, மூங்கில்
","சதுரகராதி - பெயரகராதி"
"5316","சினைத்தல்"," அரும்புதல்
","சதுரகராதி - பெயரகராதி"
"5317","சினைப்பு"," சினைத்தல், பெயர்க்குறி
","சதுரகராதி - பெயரகராதி"
"5318","சின்"," அசைச்சொல் (உ.ம். கண்ணும்படுமோவென்றிசின்யானே)
","சதுரகராதி - பெயரகராதி"
"5319","சின்னப்பூ"," ஓர்பிரபந்தம்
","சதுரகராதி - பெயரகராதி"
"5320","சின்னம்"," அடையாளம், காளம், சிறுமை, தட்டு, பராகம், பெண்குறி, முறம்
","சதுரகராதி - பெயரகராதி"
"5321","சின்னி"," ஓர்கொடி
","சதுரகராதி - பெயரகராதி"
"5322","சீ"," இகழ்ச்சிக்குறிப்பு, இலக்குமி, காந்தி, சம்பத்து, சரச்சுவதி, சீயென்வேல், பார்வதி, விடம்
","சதுரகராதி - பெயரகராதி"
"5323","சீகரம்"," கடற்றிரைகாகம், சவரிதிவலை, புனற்றிரை, மழை, மழைத்துளி, மழைத்தூவல்
","சதுரகராதி - பெயரகராதி"
"5324","சீகரி"," திவலை
","சதுரகராதி - பெயரகராதி"
"5325","சீகர்"," திவலை
","சதுரகராதி - பெயரகராதி"
"5326","சீகாரம்"," ஓர் பண்
","சதுரகராதி - பெயரகராதி"
"5327","சீக்கரி"," உசிலமரம்
","சதுரகராதி - பெயரகராதி"
"5328","சீக்கு"," செத்தை
","சதுரகராதி - பெயரகராதி"
"5329","சீச்சீ"," இகழ்ச்சிக்குறிப்பு
","சதுரகராதி - பெயரகராதி"
"5330","சீடர்"," மாணாக்கர்
","சதுரகராதி - பெயரகராதி"
"5331","சீடு"," நூற்சீடு
","சதுரகராதி - பெயரகராதி"
"5332","சீதகன்"," சுக்கிரன்
","சதுரகராதி - பெயரகராதி"
"5333","சீதம்"," குளிர்ச்சி, நீர், மேகம்
","சதுரகராதி - பெயரகராதி"
"5334","சீதரன்"," அரி
","சதுரகராதி - பெயரகராதி"
"5335","சீதயம்"," குளிர்ச்சி
","சதுரகராதி - பெயரகராதி"
"5336","சீதன்"," சந்திரன்
","சதுரகராதி - பெயரகராதி"
"5337","சீது"," கள்
","சதுரகராதி - பெயரகராதி"
"5338","சீதேவி","இலக்குமி
","சதுரகராதி - பெயரகராதி"
"5339","சீதை","உழுபடைச்சால் சீதை, பொன்னாங்காணி
","சதுரகராதி - பெயரகராதி"
"5340","சீத்தல்"," செப்பம்பண்ணல், நீக்கல்
","சதுரகராதி - பெயரகராதி"
"5341","சீத்தை"," கீழ்மக்கள், பதனழிவு
","சதுரகராதி - பெயரகராதி"
"5342","சீபதி"," அருகன், கடவுள்
","சதுரகராதி - பெயரகராதி"
"5343","சீப்பு"," சீப்பு, தாழக்கோல், வாழைக்குலைச்சீப்பு
","சதுரகராதி - பெயரகராதி"
"5344","சீமாட்டி"," சீமாள்
","சதுரகராதி - பெயரகராதி"
"5345","சீமாள்","தலைவி
","சதுரகராதி - பெயரகராதி"
"5346","சீமான்"," அருகன்
","சதுரகராதி - பெயரகராதி"
"5347","சீமுதம்"," நீருண்டமேகம், பிடியானை, மலை
","சதுரகராதி - பெயரகராதி"
"5348","சீமுதன்"," இந்திரன், உழவன், சிவன், துன்புறுவோன், நரகாசுரன், சாரதி
","சதுரகராதி - பெயரகராதி"
"5349","சீமூதை"," இரா, கொடி, முந்திரிகை
","சதுரகராதி - பெயரகராதி"
"5350","சீயம்"," சிங்கம், சிங்கவிராசி, தென்றிசைப்பாலன்குறி
","சதுரகராதி - பெயரகராதி"
"5351","சீரகத்தாரோன்"," குபேரன்
","சதுரகராதி - பெயரகராதி"
"5352","சீரகம்"," சீரகம்
","சதுரகராதி - பெயரகராதி"
"5353","சீரணம்"," பதனழிவு
","சதுரகராதி - பெயரகராதி"
"5354","சீரணி"," காடு, சீரணியென்னேவல்
","சதுரகராதி - பெயரகராதி"
"5355","சீரம்"," மரவுரி
","சதுரகராதி - பெயரகராதி"
"5356","சீராட்டல்"," சிறப்புச்செய்தல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"5357","சீராளன்"," சிறுத்தொண்டநாயனார் மகன்
","சதுரகராதி - பெயரகராதி"
"5358","சீரியர்"," அறிஞர், புலவர்
","சதுரகராதி - பெயரகராதி"
"5359","சீருணம்"," செம்பு
","சதுரகராதி - பெயரகராதி"
"5360","சீருள்"," ஈயம், செம்பு, பஞ்சலோகம்
","சதுரகராதி - பெயரகராதி"
"5361","சீலை"," சீலை, சீலைத்துணி, மரவுரி
","சதுரகராதி - பெயரகராதி"
"5362","சீர்"," அழகு, காற்றண்டை, சித்திரம், செய்யுளுறுப்பு, செல்வம், தண்டாயுதம், தாளவொத்துதுலாராசி, நன்மை, பாரம், புகழ்
","சதுரகராதி - பெயரகராதி"
"5363","சீர்கேடி"," மூதேவி
","சதுரகராதி - பெயரகராதி"
"5364","சீர்த்தி"," மிருபுகழ்
","சதுரகராதி - பெயரகராதி"
"5365","சீர்பதி"," கடவுள்
","சதுரகராதி - பெயரகராதி"
"5366","சீர்மை"," சிறப்பு
","சதுரகராதி - பெயரகராதி"
"5367","சீலம் "," குணம், சரித்திரம், சீந்தில் தருமம், நல்லறிவு, நல்லொழுக்கம்
","சதுரகராதி - பெயரகராதி"
"5368","சீலை"," சேலை
","சதுரகராதி - பெயரகராதி"
"5369","சீவகர்"," புத்ததவத்தோர்
","சதுரகராதி - பெயரகராதி"
"5370","சீவகன்"," ஓரரசன்
","சதுரகராதி - பெயரகராதி"
"5371","சீவந்தி"," சீந்திற்கொடி, பாலைமறம்
","சதுரகராதி - பெயரகராதி"
"5372","சீவல்"," சீவுதல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"5373","சீவனம்"," உயிர்வாழ்தல், நீர்
","சதுரகராதி - பெயரகராதி"
"5374","சீவனி"," சஞ்சீவி, சீவநாடி, பாலைமரம்
","சதுரகராதி - பெயரகராதி"
"5375","சீவனீயம்"," நீர்
","சதுரகராதி - பெயரகராதி"
"5376","சீவன்"," உயிர், வியாழம்
","சதுரகராதி - பெயரகராதி"
"5377","சீவினி"," ஓர்மருந்து யாழினோரோசை
","சதுரகராதி - பெயரகராதி"
"5378","சீறல்"," அதட்டல், சினக்குறிப்பு, பெருங்கோபம், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"5379","சீறூர்"," குறிஞ்சிநிலத்தூர்
","சதுரகராதி - பெயரகராதி"
"5380","சீற்றம்"," கோபம், சினம்
","சதுரகராதி - பெயரகராதி"
"5381","சீனம்"," ஓர்தேயம், பதினெண்பாடையிலொன்று
","சதுரகராதி - பெயரகராதி"
"5382","சுகதாதை"," வியாசர்
","சதுரகராதி - பெயரகராதி"
"5383","சுகந்தம்"," நறுநாற்றம்
","சதுரகராதி - பெயரகராதி"
"5384","சுகம்"," இன்பம், கிளி, தருமம், நன்மை, முலைக்கண்
","சதுரகராதி - பெயரகராதி"
"5385","சுகன்"," சுவர்க்கமுற்றோன், வியாசபுதல்வன்
","சதுரகராதி - பெயரகராதி"
"5386","சுகாந்தம்"," ஈரவெண்காயம்
","சதுரகராதி - பெயரகராதி"
"5387","சுகிர்"," உட்டுளை, சுகிரென்னேவல்
","சதுரகராதி - பெயரகராதி"
"5388","சுகிர்தம்"," அறம், நன்மை, நெய்
","சதுரகராதி - பெயரகராதி"
"5389","சுகிர்தல்"," நார் முதலியவகிர்தல்
","சதுரகராதி - பெயரகராதி"
"5390","சுகுமாரம்"," மிருது
","சதுரகராதி - பெயரகராதி"
"5391","சுக்கிரசீடர்"," அசுரர்
","சதுரகராதி - பெயரகராதி"
"5392","சுக்கிரம்"," ஆனிமாதம்
","சதுரகராதி - பெயரகராதி"
"5393","சுக்கிரன்"," அசுரகுரு
","சதுரகராதி - பெயரகராதி"
"5394","சுக்கிலம்"," சந்திரன், முதற்பக்கம் வெண்மை
","சதுரகராதி - பெயரகராதி"
"5395","சுக்கு"," சுண்டி
","சதுரகராதி - பெயரகராதி"
"5396","சுக்கை"," மாலை, வான்மீன்
","சதுரகராதி - பெயரகராதி"
"5397","சுங்கம்"," ஆயம்
","சதுரகராதி - பெயரகராதி"
"5398","சுங்கன்"," சுக்கிரன்
","சதுரகராதி - பெயரகராதி"
"5399","சுசனம்","காற்று
","சதுரகராதி - பெயரகராதி"
"5400","சுசி"," ஆடிமாதம், சுத்தம், நெருப்பு, வெண்குடை, வெண்மை
","சதுரகராதி - பெயரகராதி"
"5401","சுசுந்தரி"," மூஞ்சூறு
","சதுரகராதி - பெயரகராதி"
"5402","சுச்சு"," சுண்டி
","சதுரகராதி - பெயரகராதி"
"5403","சுடரோன்"," சூரியன்
","சதுரகராதி - பெயரகராதி"
"5404","சுடர்","ஒளிசந்திரன், சூரியன், தீ, விளக்கு
","சதுரகராதி - பெயரகராதி"
"5405","சுடர்வல்"," ஒளிசெய்தல்
","சதுரகராதி - பெயரகராதி"
"5406","சுடர்நிலை"," விளக்குத்தண்டு
","சதுரகராதி - பெயரகராதி"
"5407","சுடர்மௌலியர்"," வானோர்
","சதுரகராதி - பெயரகராதி"
"5408","சுடர்விழியோன்"," வீரபத்திரன்
","சதுரகராதி - பெயரகராதி"
"5409","சுடலை"," சுடுகாடு
","சதுரகராதி - பெயரகராதி"
"5410","சுடலையாடி"," சிவன்
","சதுரகராதி - பெயரகராதி"
"5411","சுடாரி"," கவசம்
","சதுரகராதி - பெயரகராதி"
"5412","சுடிகை"," உச்சி, நெற்றிச்சுட்டி, மயிர்முடி, முடி
","சதுரகராதி - பெயரகராதி"
"5413","சுடுகலம்"," இட்டிகை, குயக்கலம்
","சதுரகராதி - பெயரகராதி"
"5414","சுடுகாடு"," சுடலை
","சதுரகராதி - பெயரகராதி"
"5415","சுடுசுண்ணம்","சுட்டச்சாந்து
","சதுரகராதி - பெயரகராதி"
"5416","சுடுநிலம்"," சுடுகாடு
","சதுரகராதி - பெயரகராதி"
"5417","சுடுவல்"," இரத்தம், வினைமுற்று
","சதுரகராதி - பெயரகராதி"
"5418","சுடுவனம்"," இரத்தம்
","சதுரகராதி - பெயரகராதி"
"5419","சுடுவு"," சிம்மாடு
","சதுரகராதி - பெயரகராதி"
"5420","சுட்டல்"," காட்டல், குறித்தல், சுடல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"5421","சுட்டி"," நுதலணி, வினையெச்சம்
","சதுரகராதி - பெயரகராதி"
"5422","சுட்டிகை"," சுட்டி
","சதுரகராதி - பெயரகராதி"
"5423","சுட்டு"," குறி, சுட்டென்னேவல், வினையெச்சம்
","சதுரகராதி - பெயரகராதி"
"5424","சுட்டுக்கோல்"," உலையாணிக்கோல்
","சதுரகராதி - பெயரகராதி"
"5425","சுணங்கன்"," நாய்
","சதுரகராதி - பெயரகராதி"
"5426","சுணங்கு"," தேமல்
","சதுரகராதி - பெயரகராதி"
"5427","சுண்டம்"," கள், யானைத்துதிக்கை
","சதுரகராதி - பெயரகராதி"
"5428","சுண்டல்","சுண்டுதல், தெறித்தல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"5429","சுண்டன்"," அறிவிலி, சதயநாள், மூஞ்சூறு
","சதுரகராதி - பெயரகராதி"
"5430","சுண்டாலம்"," யானை
","சதுரகராதி - பெயரகராதி"
"5431","சுண்டாலி"," யானை
","சதுரகராதி - பெயரகராதி"
"5432","சுண்டி"," கள், சுக்கு, நீர்ச்சுண்டி, வினையெச்சம்
","சதுரகராதி - பெயரகராதி"
"5433","சுண்டிகை"," உண்ணா
","சதுரகராதி - பெயரகராதி"
"5434","சுண்டை","சுண்டைச்செடி,வினைமுற்று
","சதுரகராதி - பெயரகராதி"
"5435","சுண்ணம்"," கந்தப்பொடி, சுட்டசாந்து, சுண்ணப்பொடி, பராகம், புழுதி
","சதுரகராதி - பெயரகராதி"
"5436","சுதந்தி"," வடமேற்றிசையானை, பெண்யானை
","சதுரகராதி - பெயரகராதி"
"5437","சுதம்"," கேடுமுறைமை
","சதுரகராதி - பெயரகராதி"
"5438","சுதரிசனம்"," கண்ணாடி, சக்கராயுதம்
","சதுரகராதி - பெயரகராதி"
"5439","சுதனம்"," ஆயுதப்பொது
","சதுரகராதி - பெயரகராதி"
"5440","சுதன்"," மகன்
","சதுரகராதி - பெயரகராதி"
"5441","சுதன்மம்"," தேவேந்திரன் மண்டபம்
","சதுரகராதி - பெயரகராதி"
"5442","சுதாகரன்"," சந்திரன்
","சதுரகராதி - பெயரகராதி"
"5443","சுதி"," சங்கில், சுருகி
","சதுரகராதி - பெயரகராதி"
"5444","சுதை"," அமிழ்து, உதைகாற்சு, சுண்ணாம்பு சுவை, பால், மகள், வெண்மை
","சதுரகராதி - பெயரகராதி"
"5445","சுதகம்"," சுசி
","சதுரகராதி - பெயரகராதி"
"5446","சுத்தன்"," அயன், அரன், அருகன்
","சதுரகராதி - பெயரகராதி"
"5447","சுத்தி"," ஓர்கருவி, சங்கு, நெய்க்குத்தி முதலாயின
","சதுரகராதி - பெயரகராதி"
"5448","சுத்திகை"," அகல்
","சதுரகராதி - பெயரகராதி"
"5449","சுத்தன்"," நாய்
","சதுரகராதி - பெயரகராதி"
"5450","சுநாசீரன்"," தேவேந்திரன்
","சதுரகராதி - பெயரகராதி"
"5451","சுநி"," பெண்ணாய்
","சதுரகராதி - பெயரகராதி"
"5452","சுந்"," சனி
","சதுரகராதி - பெயரகராதி"
"5453","சுந்தரம்"," அழகு
","சதுரகராதி - பெயரகராதி"
"5454","சுந்தரி"," அழகி, இந்திராணி, துர்க்கை, பெண், மூஞ்சூறு
","சதுரகராதி - பெயரகராதி"
"5455","சுந்தன்"," ஓரரக்கன்
","சதுரகராதி - பெயரகராதி"
"5456","சுபம்"," நன்மை, மங்களம்
","சதுரகராதி - பெயரகராதி"
"5457","சுபாலிகை"," அடுப்பு
","சதுரகராதி - பெயரகராதி"
"5458","சுப்பிரதீபம்"," மிகுமொளி, வடகீழ்த்திசையானை
","சதுரகராதி - பெயரகராதி"
"5459","சுப்பிரமணியன்"," குமரன்
","சதுரகராதி - பெயரகராதி"
"5460","சுப்பிரம்"," மிகுமொளி, வெண்மை
","சதுரகராதி - பெயரகராதி"
"5461","சுமடர்"," கீழ்மக்கள்
","சதுரகராதி - பெயரகராதி"
"5462","சுமடு"," அறிவின்மை, சும்மாடு
","சதுரகராதி - பெயரகராதி"
"5463","சுமதி"," நாற்புத்தி
","சதுரகராதி - பெயரகராதி"
"5464","சுமம்"," பூ
","சதுரகராதி - பெயரகராதி"
"5465","சுமனசம்"," பூமலர்
","சதுரகராதி - பெயரகராதி"
"5466","சுமாலி"," கள், ஓரரக்கன்
","சதுரகராதி - பெயரகராதி"
"5467","சுமை"," சுமை
","சதுரகராதி - பெயரகராதி"
"5468","சுமையடை","சும்மாடு
","சதுரகராதி - பெயரகராதி"
"5469","சும்பகம்"," ஊசிக்காந்தம்
","சதுரகராதி - பெயரகராதி"
"5470","சும்பித்தல்"," முத்தமிடல்
","சதுரகராதி - பெயரகராதி"
"5471","சும்மை"," ஊர், ஒலி, ஒலித்தல், சுமைநகர், நாடு, நெற்போர்
","சதுரகராதி - பெயரகராதி"
"5472","சுயம்பு"," கடவுள், தானாகவாதல், பிரமன்
","சதுரகராதி - பெயரகராதி"
"5473","சுயோதனன்"," துரியோதனன்
","சதுரகராதி - பெயரகராதி"
"5474","சுரகுரு"," வியாழம்
","சதுரகராதி - பெயரகராதி"
"5475","சுரங்கம்"," கீழரை
","சதுரகராதி - பெயரகராதி"
"5476","சுரசம்","சாறு, சிறுகிழங்கு, பாதரசம்
","சதுரகராதி - பெயரகராதி"
"5477","சுரடி"," ஓரிராகம்
","சதுரகராதி - பெயரகராதி"
"5478","சுரண்டல்"," சுரண்டுதல், வியங்கோண்முற்று
","சதுரகராதி - பெயரகராதி"
"5479","சுரதநூல்"," காமநூல்
","சதுரகராதி - பெயரகராதி"
"5480","சுரதம்"," பாதரசம், புணர்ச்சி, மருந்திழிசாரம்
","சதுரகராதி - பெயரகராதி"
"5481","சுரத்தல்"," உண்டாதல், பயத்தல்
","சதுரகராதி - பெயரகராதி"
