"282","androeclum","மகரந்த வட்டம். பூவின் மூன்றாவது பயனுறு உறுப்பு.
"
"283","androgen","ஆண்ட்ரோஜன்; ஆண் பாலிள்ள தூண்டி. முடி வளர இதுவே காரணம். பெண் பாலில் முடி முகத்தில் வளராது.
"
"284","andromonoecious","ஒரே தாவரத்தில் ஒரு பால், இருபால் பூக்களாகயிருத்தல்.
"
"285","androphore","மகரந்தத்தாள் தாங்கி.
"
"286","androspore","ஆண் சிதல்.
"
"287","anemometer","காற்று மாணி.
"
"288","ane mophily","காற்றுக் கவர்ச்சி.
"
"289","aneroid barometer","திரவமில்லா பாராமணி. காற்றழுத்தத்தை அளக்க உதவும் மானி.
"
"290","angle of momentum","கோண விரைவு.
"
"291","angle of reflection","எதிரொளிப்புக் கோணம்.
"
"292","aniline","அனிலைன். சி4பி5ழிபி2 நச்சுத்தன்மைக் கொண்ட நீர்மம். மருந்து மற்றும் சாயங்கள் உண்டாக்கப்பயன்படுவது.
"
"293","animal","விலங்கு, இடம் பெயரும், தாவரம் அல்லது மற்ற உயிர்களை உண்ணும் உயிரி.
"
"294","animal charcoal","விலங்குக்கரி. அதிகமான கனிமப் பொருளும் குறைந்த கரியும் கலந்த பொருள்.
"
"295","animalcula","நுண் விலங்கு. கண்ணுக்குத் தெரியாத சிறு உயிரி.
"
"296","animal pole","கருநோக்கு முனை.
"
"297","anion","எதிர் அயனி. நேர்முனை நோக்கி பாய்வது.
"
"298","anisaldenhyde","அனிசல்டிகைடு நீர்மம். நறுமணப் பொருட்களில் பயன்படுவது.
"
"299","anisole","அனிசோல், நீர்மம். நறுமணப் பொருட்களில் பயன்படுவது.
"
"300","annealing","கட்டுப்படுத்தி ஆற்றுதல். வெப்ப மேற்றி உடனே குளிர்வித்தல். இதனால் வேண்டிய அச்சுகளை வார்ப்பெடுக்கலாம். பாலிலிருந்து பால்பவு-டர் இந்த வகையில் பெறப்படுகிறது.
"
"301","annelida","வளைய உடலிகள். எடு
"
"302","annihilation","சிதைத்தழிதல்.
"
"303","annual","ஒரு பருவத்தாவரம். ஓராண்டில் வாழ்ந்து மடிவது. எடு
"
"304","annular ring","ஆண்டு வளையம். ஓர் ஆண்டில் ஒரு மரத்தில் உருவாகும் அடுத்தநிலை திசுப் பெருக்கம். இதை குறுக்கு வெட்டில் பார்த்து அந்த தாவரத்தின் வயதை அறியலாம்.
"
"305","anode","நேர்மின் வாய். எதிர் அயனிகளைக் கவரும் முனை.
"
"306","anodizing","நேர்முனை ஏற்றம் செய்தல். அலுமினிய உலோகக் கலவையில் அலுமினிய ஆக்ஸைடை படிய வைத்தல் அனோடைசிங் எனப்படும். இச் செயலுக்குப் பின் அவ்வுலோகத்தில் மின்சாரம் பாயாது. அரிமானமும் தடுக்கப்படும்.
"
"307","anomalous expansion","முரண்படு பெருக்கம். குறைந்த வெப்பநிலையில் பருமன் உயர்தல்.
"
"308","anomaly","முரண்படுகோணம்.
"
"309","anopheles","அனோபிலிஸ் கொசு. இதுதான் மலேரியாவைப் பரப்பும் பெண் கொசு. இதைக் கண்டுப்பிடித்தவர் சர் ரெனால்டு ராஸ். 1857-_1932.
"
"310","anoxia","உயிர் வளிக்குறை திசுக்களில் ஆக்சிஜன் இல்லாதது.
"
"311","antacid","நடுநிலையாக்கி. அமிலத்தை நடுநிலையாக்குவது.
"
"312","antagonism","எதிர் வினைப்பாடு. இரு பொருட்கள் எதிர் எதிராக செயல்பட்டு நன்மை செய்தல்.
"
"313","anticline","மேல் வளைவு.
"
"314","anticyclone","எதிர்சூறாவளி
"
"315","ants","எறும்புகள்
"
"316","antennae","உணர் கொம்புகள். உயிர்களின் தலையிலுள்ள உணர் கொம்புகள்
"
"317","antennule","சிற்றுணரிகள். சிறிய உணரிகள் கொண்ட உயிரிகள்.
"
"318","anther","மகரந்தப்பை. மகரந்தத் தூளை உரு வாக்குபவை.
"
"319","antheridium","ஆண் இனப்பெருக்க உறுப்பு.
"
"320","antherozoids","ஆணின அணுக்கள்
"
"321","anthesis","பூ வாழ் காலம்.
"
"322","anthocarb","திறள் கனி.
"
"323","anthocyanin","ஆந்தோசைனின் குளுகோசைடு என்னும் தாவர நிறமி.
"
"324","anthophilous","பூ விரும்பி. இந்த இயல்பு பூச்சி களுக்கானது.
"
"325","anthophore","பூத்தாங்கி.
"
"326","anthotaxy","பூவமைவு.
"
"327","anthracene","ஆந்தரசீன். வெள்ளை படிகம்.
"
"328","anthracite","அனல்மிகு நிலக்கரி. அதிக வெப்பத்தைத் தருவது. பழுப்பு மற்றும் பொது நிலக்கரி என்று இரண்டு வகைப்படும்.
"
"329","anthropogony","மனித இன இயல்.
"
"330","anthropography","மனித இன பரவல் இயல்; மனிதர்கள் இடம் விட்டு இடம் பெயர்ந்ததைப் பற்றிய அறிவியல்.
"
"331","anthropold","மனிதப் போலிகள். மனிதக் குரங்கு போன்றவை.
"
"332","antiauxin","வளர் எதிர்ப்பொருள். தாவரங் களின் வளர்ச்சியை மட்டுப்படுத்தும் பொருள்.
"
"333","antibiosis","உயிர் எதிர்ப்பு வாழ்வு.
"
"334","antibody","எதிர் பொருள். இரத்தத்தில் வெள்ளையணுக்கள் இந்த எதிர்ப்பொருளாக விளங்குகிறது.
"
"335","antichlors","குளோரின் நீக்கிகள். சோடியம் தயோ சல்பேட்.
"
"336","anticlinal","பழங்கால சிறப்பு பொருட்கள். சுமார் நூறு ஆண்டுகள் பழமை வாய்ந்த சிறப்புப் பொருட்கள். அதிக மதிப்பில் கை மாறிக் கொண்டேயிருப்பது.
"
"337","anticoagulant","உறைத்தடுப்பி. இரத்தம் உறை வதை தடுக்கும் பொருள். எடு
"
"338","antidote","மாற்றுப் பொருள். நச்சு முறி. அமில நச்சுக்கு மாற்றுப் பொருள் சோடியம் பை கார்பனேட்.
"
"339","antigen","எதிர்ப்புத் தூண்டி. உயிர் எதிர்ப்புப் பொருளைத் தூண்டும் புரத மூலக்கூறு.
"
"340","antigenecity","எதிர்ப்பாற்றல் திறன்.
"
"341","antimatter","எதிர் ஏற்றப் பொருள். பூமிக்கு அடுத்துள்ள ஆற்றல் என்கிற கற்பனைப் பொருள்.
"
"342","antimere","சமச்சீர், ஒத்த பகுதிகள்.
"
"343","antimony","ஆன்டிமனி வெள்ளை நிற உலோகம். இலேசானது. வெப்பம், மின்சாரத்தை மெதுவாகக் கடத்தல்.
"
"344","antimony sulphate","ஆன்டிமனி சல்பேட். வெடிருந்து பயன்பாடு.
"
"345","antioxidants","ஆக்சிஜன் ஏற்றித் தடுப்பிகள். ரப்பர், பிளாஸ்டிக்குகள் ஆகியவற்றில் ஆக்சிஜன் ஏற்றுவதால் ஏற்படும் தீய விளைவுகளைத் தடுக்கும் பொருள்.
"
"346","antinode","எதிர்க்கணு.
"
"347","antiparticle","எதிர் ஏற்றத்துகள். ஒரே எடையும் சுழற்சியும் கொண்டது.
"
"348","antipyretic","வெப்பம் தடுத்தல். காய்ச்சலால் உடல் வெப்பநிலை ஏறுவதைத் தடுக்கும் மருந்து.
"
"349","antisepsis","நச்சுக்கிருமியை ஒழித்தல். தொற்று நோயைத் தடுத்தல். 1880_இல் லார்டு லிஸ்டர் என்பார் முதன் முதலில் கார்பாலிக் அமிலத்தைப் பயன்படுத்தினார்.
"
"350","antisptics","நச்சு எதிர்ப்பிகள். திசுக்களில் கிருமிகள் ஒழித்தலுக்கான பொருட்கள் டெட்டால். அயோடின் போன்றவை.
"
"351","antitoxin","நச்சு எதிர்ப்பி, நஞ்சு எதிர்ப்புப் பொருள். இவை உடலில் ஊசி மூலம் செலுத்தப்படுவது.
"
"352","anti - histamine","ஹிஸ்டாமைன் எதிர் குறி மருந்து, 1937 இல் பிரெஞ்ச் தேசம் கண்டறிந்தது.
"
"353","anus","எருவாய். ஆசன வாய். உடலின் உணவு செரித்தலுக்குப் பின் கழிவாக வெளியேறும் வாய்ப்பகுதி.
"
"354","aorta","பெருந்தமனி
"
"355","aperture","திறந்து மூடும் திரை
"
"356","apetalous","அல்லியிலாப்பூ.
"
"357","aphelion","சூரியனின் சுற்றுப் பாதை தொலைவு.
"
"358","aphid","அசுவனி. தாவரப்பேன்.
"
"359","aphonia","குரல் நாண் குறைநோய்.
"
"360","aphotic","ஒளிபெறாத உயிர். தாவரமோ விலங்கோ ஒளியில்லாமல் வளர்ச்சி பெறுவது.
"
"361","aphotometric","ஒரு திசை ஒளி பெறல். சூரிய ஒளியை நோக்கி வளர்தல்.
"
"362","aphototactic","ஒளி இயக்கமின்மை.
"
"363","aplary","தேனீ வளர்ப்பு முறை.
"
"364","apical meristem","நுனி வளர் திசு.
"
"365","apitoxin","தேனீ விஷம். இதில் ஹிஸ்டாமைன் உண்டாக்கும் நொதிகளிருக்கும்.
"
"366","apnoea","உயிர்த்தலின்மை.
"
"367","apodema","புறக் கூட்டு வளர்ச்சி.
"
"368","apoenzyme","அல்நொதி.
"
"369","apogamy","பாலணுக்கலப்பின்மை.
"
"370","apomorphine","அபோமார்பின் சி17பி17ழிளி2 மார்பைனைலிருந்து பெறப்படும் உணர்வு நீக்கி.
"
"371","apparatus","ஆய்வகக் கருவி.
"
"372","appeasement","பணியும் நடத்தையியல்பு.
"
"373","appendix","குடல்வால். இது பெருங்குடலின் கீழ் பகுதியில் காணப்படுகிறது. ஆதிகாலத்தில் மனிதன் பச்சைக் காய்கனிகளை அப்படியே உண்டபோது நச்சுத்திசுக்கள் பெருங்குடலில் அஜீரணத்தை உருவாக்கும் நேரத்தில் இச்சிறுவால் பகுதியிலுள்ள எதிர் நச்சுத்திசுவை அனுப்பி குணப்படுத்தும். உணவை வேகவைத்து உண்ணும் முறையில் மனிதன் பழகிவிட்டதால் இந்த வாலுக்கு வேலையில்லாமல் போய்விட்டது. அவ்வப்போது இது ஒவ்வாமையால் சீழ்பிடித்துவிடும். இதை மருத்துவர்கள் அகற்றிவிடுவர்.
"
"374","apperception","புலனறிவு. மனதில் ஏற்படும் புலன் எழுச்சிகளின் உண்மையை அறிவால் ஆராய்ந்து தெரிதல். மனநிலை மருத்துவப்பகுதி.
"
"375","aprotic solvent","அணு ஏற்கா கரைப்பான்.
"
"376","apsides","வானியல் சுற்று வழிகள்.
"
"377","aquarium","நீர்நிலை அமைப்பகம். இதில் மீன் போன்றவையும் தாவர வகைகளும் வளர்க்கப்படும். இது கண்காட்சியாகவும் அமைக்கப்படுகிறது. கடலடிக்காட்சியை நேரடியாகப் பார்க்கும் வண்ணமும் இந்த மாதிரி அமைப்பகம் கட்டப்படுகிறது.
"
"378","aptitude","ஆற்றலறித்தேர்வு.
"
"379","aqua fortis","வெடி அமிலம். எடு
"
"380","aqua ions","திரவ அயனிகள்.
"
"381","aqua regin","ராஜத்திரவம். கடின ஹைட்ரோ குளோரிக் அமிலம், கடின நைட்ரிக் அமிலம். 3
"
"382","aqueous humour","கண்ணிடை நீர். விழி வெளிக்கும் ஒளி வில்லைக்கும் இடையேயுள்ள நீர். இது ஒளிக் கதிர் ஊடுருவப் பயனுறுகிறது.
"
"383","arabinose","அராபினோஸ் சி5பி10ளி5 வெள்ளைப் படிகம். நீரில் கரையும் குளுகோசிலிருந்து தயாரிக்கப்படுவது.
"
"384","arachnida","கணுக்காலிகள் பிரிவு.
"
"385","araeometer","நீர்மானி. அடர்த்தியைக் காணப்பயன்படுவது.
"
"386","archegonium","தாவரயினப் பெருக்க வடிவு குடுவை போன்ற பூக்கள் அமைவு.
"
"387","archiplasm","செல் கணியம்.
"
"388","argil","களிமண்.
"
"389","argon","ஆர்கான், ஒரே ஓர் அணுக் கொண்ட வாயு. ஹைட்ரஜனை பகுத்தல் மூலம் இவ்வாயு பெறப்படுகிறது. மின் விளக்குகளில் அதிகளவில் பயன்படுகிறது.
"
"390","argument","வாதம். ஒரு முடிவை நோக்கி உரையாடப்படும் முறை.
"
"391","architectural","கட்டடக் கலையியல்
"
"392","areola","சுற்று பரப்பு
"
"393","argentometer","வெள்ளியறிமானி. ஒரு கரைசலிலுள்ள வெள்ளியின் அளவைக் காணும் மானி.
"
"394","aromatic compound","நறுமணக்கலவை. இது கார்பன் தொகுதி.
"
"395","arithmetic","எண் கணிதம்.
"
"396","arousal","எழுச்சி, உணர்வில் லயிப்பது.
"
"397","arowroot","வேர்க்கிழங்கு. அதிக டார்ச் கொண்டது. எளிதில் செரிமானம் கொள்ளக் கூடியது.
"
"398","arsenic","ஆர்சனிக், தனிமம் அதிக நச்சுத் தன்மைக் கொண்டதால் பூச்சிக் கொல்லியாகப் பயன்படுவது.
"
"399","artery","தமனி
"
"400","artesian wells","பீறிடும் ஊற்று. நிலத்தடியிலிருந்து பூமியின் மேல் தளம் நோக்கி பீறிடும் ஊற்று.
"
"401","arctic terns","ஆர்க்டிக் டெர்ன்ஸ் பறவை ஒவ்வோர் ஆண்டும் 35,000 கி.மீ இடப் பெயர்ச்சி யாகிறது.
"
"402","arthropoda","கணுக்கள் உயிரிகள் கணுக்களால் புற எலும்பு கொண்டு படைக்கப்பட்டுள்ள ஊர்வன.
"
"403","arthroscope","மூட்டுக்குழி நோக்கி.
"
"404","arthur cayley","ஆர்தர் கெய்லி இங்கிலாந்து (ஆகஸ்ட், 16, கி.பி. 1821 _ 1895) மாற்றமுறா எண்களின் வரிசையை கணிதத்திற்கு வழங்கியவர். ஹாமில்டனின் குவார்ட்ரியான்களை வகைப்படுத்தி ஆக்டோவியன் எண்களை அறிமுகம் செய்தார். குவாட்ராடிக் ரெசிபுரோசிட்டி விதிக்கு கணித நிரூபணம் வழங்கினார். பிரித்தானிய அறிவியல் வளர்ச்சிக் கழகத்தின் தலைவராகப் பொறுப்பில் இருந்து பல திட்டங்களை அரசுக்கு முன்மொழிந்தவர்.
"
"405","articulation","ஒலியாக்கம்.
"
"406","artificial character","செயற்கைப் பண்பு.
"
"407","artificial gold","செயற்கைப் பொன். ஷிஸீஷி2மஞ்சள் தூள். நீரில் கரையாதது. கடின சல்பைடுகளில் கரையும்.
"
"408","artificial insemination","செயற்கை விந்து செலுத்துதல்
"
"409","artificial kidney","செயற்கைச் சிறுநீரகம்.
"
"410","artificial sugars","செயற்கைச் சர்க்கரைகள்.
"
"411","asafoetida","பெருங்காயம். பென்னல் என்கிற குடும்பத்தைச் சார்ந்த தாவரத்திலிருந்து எடுக்கப்படும் ஒருவகை பிசின். சமையலில் பயன்படுத்தப்படுகிறது. மருத்துவத்தில் குறிப்பாக நரம்பு- நசிவுக் கோளாறுகளுக்கு இம்மருந்து பயன்படுகிறது.
"
"412","ascaris","நாக்குப்பூச்சி. தொற்றி குடலில் வாழ்வது. வட்ட வடிவம்.
"
"413","ascites","நீர் பெரு வயிறு. உள் சூழ் படலத்தில் திரவமிருத்தல்.
"
"414","asexual reproduction","பால் வகையிலா இனப் பெருக்கம்.
"
"415","asphalt","காரை, பெட்ரோலியப் பொருளிலிருந்து வடிகட்டும் போது கிடைப்பது. வண்ணக் குழைவு (ஜீணீவீஸீt) களில் சேர்க்கப்படுவது.
"
"416","asphyxia","மூச்சுத் திணறல்.
"
"417","aspirin","ஆஸ்பிரின் அசிட்டைல் சாலிசிலிக் அமிலத்திலிருந்து தயாரிக்கப்படுவது. வலிநீக்கி.
"
"418","assimilation","தன் வயமாக்கல்.
"
"419","association","ஒன்றிணைதல்.
"
"420","aster","செல் பிரிவு உருவு.
"
"421","asteroids","சிறு கோள்கள்.
"
"422","asthma","மூச்சுத்திணறல் குறைபாடு நோய்.
"
"423","astigmatism","கண் குறைபாடு.
"
"424","astronomical unit","வானியல் அளவீடு.
"
"425","astronomy","வான இயல்.
"
"426","astrophysics","வான இயற்பியல்.
"
"427","atavism","முன்னோர் தோன்றுவாய். மூதா தையர் பண்புகள் நிலைப்பது. பெற்றோர் பண்பு சேராமை.
"
"428","atmosphere","காற்று வெளி. பூமியைச் சுற்றியுள்ள வாயுமண்டலம். இதில் ஆக்சிஜன், நைட்ரஜன், கார்பன், ஆர்கான், ஹீலியம், கிரிட்டான் போன்ற வாயுக்களைக் கொண்டது.பூமியின் மேல் 430 மைல் உயரம் வரையுள்ளகாற்று மண்டலம்
"
"429","atmospheric pressure","காற்று மண்டல அழுத்தம். பூமியின் மேற்பரப்பிலுள்ள அழுத்தம். இதன் மதிப்பு
"
"430","atlas","பிடரி எலும்பு.
"
"431","atlas ","பூமியின் வரைபடம்.
"
"432","atoll","பவழத்தீவு.
"
"433","atom","அணு. ஒரு தனிமத்தின் கடைசி பகுதி. இந்த அணு அளப்பறியா ஆற்றல் கொண்டது. இதில் புரோட்டின், நியூட்ரான், எலக்ட்ரான் ஆகிய துகள்கள் அடங்கியுள்ளன. இதிலும் பல்வேறு துகள்கள் இருப்பதை அறிவியல் உலகம் கண்டறிந்துள்ளது.
"
"434","atom bomb","அணு குண்டு. அணு கருப்பிளப்பினால் வெடிக்கச் செய்வது. இதனை உருவாக்க ஐன்ஸ்டீனின் ணி = னீநீ2 என்ற சூத்திரம் காரணமாக அமைந்தது. முதல் சோதனையாகவும் கடைசி சோதனையாகவும் 1945இல் ஜப்பான் மீது போட்டு வெடிக்கச் செய்யப்பட்து.
"
"435","atomicity","அணு மூலக்கூறு எண்.
"
"436","atomic clock","அணு கடிகாரம். உலகில் மிகவும் துல்லியமான கடிகாரமாக விளங்குவது, அணு மூலக்கூறின் அதிர்வுகளிலிருந்து நேரம் கணக்கிடப்படுகிறது.
"
"437","atomic energy","அணு ஆற்றல்.
"
"438","atomic heat","அணு வெப்பம்.
"
"439","atomic nucleus","அணு கரு.
"
"440","atomic number","அணு எண். ஒரு தனிமத்தின் அல்லணுக்களைச் சுற்றி வரும் மின் அணுக்களின் கூட்டுத் தொகை.
"
"441","atomic pile","அணு அடுக்கு. முதன் முதலில் அமைக்கப்பட்ட அணுவுலை.
"
"442","atomic reactor","அணு உலை. அணுக்களை பிரித்து ஆற்றலைப் பெறும் உலை. அதிகளவில் இதில் யுரேனியம் 235 பயன்படுத்தப்படுகிறது. இதில் கார்பன் கட்டுப்படுத்தும் பொருளாக உள்ளது. இதே அடிப்படையில் தான் அணு குண்டும் கட்டமைக்கப்படுகிறது.
"
"443","atomic theory","அணுக்கொள்கை. ஒரு தனிமத்திலுள்ள அணுக்கள் யாவும் ஒரே தன்மையுடையது என்பது கொள்கையாகும்.
"
"444","atomic volume","அணு அளவு.
"
"445","atomic weight","அணு எடை. ஒரு தனிமத்தின் ஓர் அணுவின் எடைக்கும் 12 இல் 1 பங்கு கார்பன்_12 ஓரிமத்தின் எடைக்குமுள்ள வீதம் அணு எடையாகும்.
"
"446","atrium","இதய மேலறை.
"
"447","atrophy","உடல் நலம் நசிதல்.
"
"448","attenuation","செறிவு தொய்தல். கதிர்வீச்சால் ஒரு பொருளின் அடர்த்தியும் செறிவும் தொய்ந்து போதல்.
"
"449","attitude","உளப்பாங்கு.
"
"450","attitude scale","உளப்பாங்கு அளவீடு.
"
"451","attraction","கவர்தல். ஒருவர் பல விதங்களில் மற்றவரின் உள்ளத்தைக் கவருதல். இந்த உத்தியை ஆள் தேர்ந்தெடுக்கப் பயன்படுத்திக் கொள்ளல்.
"
"452","audibility","கேள் திறன்.
"
"453","audio frequency","கேள் அதிர்வெண்.
"
"454","audiometer","கேட்கும் ஒலியளவு மானி.
"
"455","auditory nerve","கேள் நரம்பு. அதிர்வுகளை மூளைக்கு அனுப்புவது.
"
"456","aurora","துருவ மாய ஒளி
"
"457","autoclave","பதப்படுத்தும் கலன். இதில் விந்து, கரு போன்றவற்றை வைத்து பாதுகாக்கலாம்.
"
"458","autoecius","தன் தொற்று.
"
"459","autogamy","தற்கலப்பு. ஒரே உயிரியில் ஆண், பெண் பால் அணுக்கள் ஒன்று சேர்தல்.
"
"460","auto- immunity","சொந்தத்தடுப்பாற்றல். ஓர் உயிரியின் திசுக்களுக்கு எதிராக எதிர்ப்புப் பொருளை உருவாக்கிக் கொள்ளல்.
"
"461","auto- intoxication","தன் நஞ்சுண்டாவது உடலுக்குள் நஞ்சுண்டாதல்.
"
"462","auto lysis","தானாகச் சிதைதல். உயிரணுக்கள் இறந்தால் அவற்றின் நொதிகளால் அழிக்கப்படுதல்.
"
"463","automation","தானியக்கம் தொழில்நுட்ப வசதிகளை ஒருங்கிணைந்து குறிப்பிட்ட செயலுக்குப் பயன்படுத்துதல். எடு
"
"464","automatism","தன்னியக்கம். உடல் அனிச்சைச் செயலாகுதல்.
"
"465","autophagy","தானே விழுங்குதல்.
"
"466","autosome","குரோமோசோம்கள் போன்றவை. பால் பிரித்தறிய முடியாது.
"
"467","auto tomy","தானாக உறுப்பை நீக்கல். எடு
"
"468","auto trophisum","தன் ஊட்டம் பெறுதல். எடு
"
"469","auxanometer","தாவர வளர்ச்சிக்காண் கருவி.
"
"470","auxine","வளர்ப்பிகள்.
"
"471","auxo-spore","வளர்ச் சிதல்.
"
"472","avalanche","பனிச்சரிவுகள்.
"
"473","average ","சராசரி.
"
"474","aves","பறவைகள். முதுகெழும்புள்ளவை.
"
"475","aviary","பறவைக்கூடம்.
"
"476","avitaminosis","விட்டமின் குறைபாடு.
"
"477","awn, arista","கூர்ச்சிகள், புல், நெல், பார்லி போன்ற தாவரங்களின் பூ உமிகளைச் சுற்றியுள்ள வளர்ச்சிகள்.
"
"478","axis","பிடர் அச்சு.
"
"479","axon","உணர் நரம்பு. செல் ஒன்றின் துடிப்புகளை கடத்தும் நரம்பிழை.
"
"480","azimuth","உச்சி, வளைகோடு.
"
"481","azotobacter","அசிடோ பேக்டர். நைட்ரஜனை நிலையாக்கும்பாக்டீரியாக்கள்.
"
"482","azulene","அசூலின் நீல, ஊதா படிகம்.
"
"483","azurite","அசூரைட், செம்ப- கார்பனேட்.
"
"484","azygospore","கலவியற்ற விதை
"
"485","babble","மழலைப்பேச்சு.
"
"486","babe","குழந்தை
"
"487","babel","குழப்பம்.
"
"488","baboon","பபூன் ஒருவகைக் குரங்கு.
"
"489","baby clinic","குழந்தை மருத்துவம்.
"
"490","bacca","சூல்பை கனி. எடு
"
"491","bacillaemia","இரத்தநோய்க் கிருமி.
"
"492","bacillus","நுண்ணுயிரி கோலி வடிவம்.
"
"493","backbone","முதுகெலும்பு. மனிதனுக்கு 33 முள்ளெலும்புகள் உள்ளன.
"
"494","backcross","பெற்றோர் கலப்பு.
"
"495","bacteria","நுண்ணுயிரிகள். குச்சிப் போன்ற வடிவங்கள்.
"
"496","bacteriology","நுண்ணுயிரியல்.
"
"497","bacteriophage","நுண்ணுயிரி உண்ணிகள்.
"
"498","bacteriorhiza","நுண்ணுயிர் வேரூட்டம். முண்டுப் பகுதியில் தங்கி ஊட்டம் பெறுவதால் வேருக்கு நைட்ரேட் சத்து கிடைக்கிறது.
"
"499","bacon","பதப்படுத்தப்பட்ட பன்றி இறைச்சி
"
"500","baker’s itch","மாவு அழற்சி நோய்.
"
"501","baking soda","சமையல் சோடா. சோடியம், ஹைட்ராக்ஸைடு
"
"502","balance","தராசு. அறிவியல் ஆய்வகங்களில் பயன்படுத்தப்படும் நிறுத்தலளவை. 0000001 கிராம் வரை துல்லிய எடையை பெற முடியும் என்பது இதன் சிறப்பு. இதில் இயற்பியல் மற்றும் வேதியியல் தராசு இரு வகைப்படும்.
"
"503","balance, spring","வில் தராசு. ஹ§க் என்கிற அறிவியலாளர் அளித்த விதியின்படி செய லாற்றும் எடைக்கருவி. இதில் சுருள் முக் கியத்துவம் பெறுகிறது.
"
"504","balanced diet","சமச்சீர் உணவு. இதில் கொழுப்பு, புரதம், நீர் தாது உப்புகள், விட்டமின்கள், மாப்பொருள் போன்றவை உண்டு. இது 3000 கலோரிகள் கொண்டது. இது ஆற்றல், வளர்ச்சி, வெப்பம் மற்றும் செல் புதுப்பிக்கவும் பயன்படுகிறது.
"
"505","balanced poly morphism","சமநிலை உருத்தோற்றம். உயிர்த் தொகைகளில் இரண்டிற்கும் மேற்பட்ட வகை இயற்கைத் தேர்வினால் சமநிலையுடன் இருத்தல் என்பது பூச்சி வகையில் உள்ளன.
"
"506","balancers, halters","நிலை நிறுத்திகள், விமானங்கள் பறக்கும் பொழுது பின் பகுதி கீழே சாயாமல் நடுநிலையாக்கப்படுவது.
"
"507","ball bearing","உருண்டை சுழல் தாங்கி. சக்கரங்கள் எளிதாக உருள வழி செய்கிறது. தேய்மானம் இதனால் தவிர்க்கப்படுகிறது.
"
"508","ballistics","எறிஇயல். எறி அதாவது காற்றில் விரைகிற பொருளின் இயக்கத்தை ஆராயும் துறை.
"
"509","ballistospore","சிதறும் விதைகள். செடியில் முதிரும் விதைகள் தானாக பரவிவிட இந்த உத்தியைப் பயன்படுத்துகிறது. இதனால் வேறு இடத்தில் விழுந்து பரவுகிறது.
"
"510","balsam","எளிதில் ஆவியாகும் எண்ணெய் மருந்துகளில் பால்சம் பயன்படுகிறது.
"
"511","band","அலைவரிசை. இரு குறிப்பிட்ட வரம் புகளிடையயுள்ள அதிர்வெண்.
"
"512","band","நாடா, பாடகர் குழு.
"
"513","bandage","கட்டுபட்டை, காயத்திற்கு கட்டுப் போடுதல்.
"
"514","bandicoot","பெருச்சாளி.
"
"515","bandolier","தோட்டா பட்டை. தோட் டாக்களை செருகி வைக்கும் வார்ப்பட்டை.
"
"516","band theory","பட்டை கொள்கை. ஆற்றல் பற்றிய கொள்கை.
"
"517","bandy","சுழற்றல் மாட்டுவண்டி. சப்பைக் காலுடையது.
"
"518","band","பெருந்துன்பம்.
"
"519","baneful","துன்பம் தரக்கூடிய
"
"520","bang","வெடியோசை.
"
"521","banyan","ஆலமரம்.
"
"522","banister","மாடிப்பிடியின் கைப்பிடி.
"
"523","bank","அணை, வங்கி.
"
"524","banquet","விருந்து.
"
"525","bar","கம்பி; மதுபானம் வழங்குமிடம், காற்றின் அழுத்த அலகு. ஓர் பார் என்பது 105 பாஸ்கல் அழுத்தம் என்பதாகும்.
"
"526","barb","சுனைகள்; இறகுகளில் காணப்படும் மென் தூவிகள்.
"
"527","barbitone","பார்பிடோன். சி8பி12ழி2ளி3. பார்பிடூரிக் அமிலத்திலிருந்து பெறப்படும் வெள்ளைநிற படிகம். சோடியம் உப்பு. மயக்க மருந்தாகும்.
"
"528","barbiturates","பார்பிடுரேட்கள். மருந்துத் தொகுதி. பார்பிடுரிக் அமில உப்புகள். எடு
"
"529","barbule","சிறு சுணை.
"
"530","barium","பேரியம். மென்மையான வெண்ணிற உலோகம். உலோகக் கலவைக்கு பயன்படும்.
"
"531","barium carbonate","பேரியம் கார்பனேட், ஙிணீசிஷீ3. வெள்ளைநிற உப்பு. எலியைக் கொல்லப் பயன்படுகிறது.
"
"532","barium meal","பேரியம் உணவு. வாய்வழியாக பேரியம் சல்பேட்டை செலுத்தி அவை பயணிக்கும் இடங்களான இரைப்பை, சிறு குடல் வழியாக பரவிடும். இதனை எக்ஸ்ரே கொண்டு படமெடுத்து ஆய்வுசெய்வர்.
"
"533","barium sulphate","பேரியம் சல்பேட. ஙிணீ ஷிஷீ4. வெள்ளைநிற திண்மம். கண்ணாடி, ரப்பர் தொழில்களில் பயன்படுவது.
"
"534","bark","பட்டை. நடுமரம், தண்டு, வேர் ஆகியவற்றை சூழ்ந்துள்ள புறவுறை.
"
"535","barely","பார்லி. தானிய வகை. இதில் ஸ்டார்ச் அதிகமுள்ளது. எளிதில் செரிமானம் ஆகக் கூடியது.
"
"536","barograph","பாரோ விரைவி. காற்று மண்ட லத்தில் ஏற்படும் அழுத்த வேறுபாடுகளை ஓர் உருளையிலுள்ள காதிதத்தில் பதிவு செய்யும் கருவி. இது வானிலை ஆய்விற்கு பெரிதும் பயன்படுகிறது.
"
"537","barometer","பாரமானி. காற்று அழுத்தத்தை அறிவிக்கும் கருவி.
"
"538","baroscope","அடர்வு காட்டி.
"
"539","basal ganglia","அடிநரம்பு முடிச்சுகள்.
"
